AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Vastfjall D	10d8b0aa-fe21-3cbb-b537-20fb20fe7e2f	24155323	0	1
Vasunilashorn S	99de0eac-7835-3c4c-897b-832ced669736	21609968	0	1
Vatine JJ	3effa4cc-263d-3e6d-bfee-1bd4ee48f28e	15978025	0	1
Vaudano A	d3900bc0-635f-3753-bf12-8469e4b014b3	20570736	0	1
Vaughan D	dd20e5f7-0cfc-3bf3-a115-18061842678a	16150579	0	1
Vaurio O	0f38f643-e7fa-3c63-aa6a-bfd7c1e0a82e	18662866,21676597	0	2
Vayssiere N	46dbb5df-5ba3-3afb-8848-9863a91f33c6	20336656	0	1
Vazquez AL	4e69d20b-b435-3819-af8d-36c08f342b68	16860574	0	1
Vazquez JM	d973fb96-a9ea-3940-9f66-e2598d27a69d	23121899	0	1
Vazquez-Barquero JL	d912a194-5f0b-3e5d-885c-6f6e5fdf24b2	19619664	0	1
Vecchi T	0140baf1-a8e7-3ffc-bf69-93c89bd921c2	22079504	0	1
Vecchio F	f12c1b63-bd25-3622-b2d3-8893dc10fe55	22331654,21181798,22771500,19097164,22658819,18805495,19299197	0	7
Vederman AC	a2479ba8-ec8a-3175-a9b9-83f9f41bc394	23196633	0	1
Veer IM	c6d3085e-46f8-304d-a746-0a22d546f663	23022093,21498384,21664280	0	3
Veijola J	86051fc0-7162-3033-ab30-8030de9c45d8	19507160	0	1
Veillette S	5f3dc993-0782-3fe2-aba7-4a7c65bacc58	19349224	0	1
Veit R	0f360d11-2e82-3bfb-9a7a-8bd33cf8a231	16730755,20423700,17336094,15978025,23307469,19015115,17071110,19692631,17478107,17133391,23063451,16150613,21983794,22586138,20630656,18661503,16815041,22022589	1	18
Velakoulis D	48754e0a-1907-3159-82fe-4e687f6eade4	15766634,22244184	0	2
Velander AJ	83b89da3-5951-3a50-b433-92f767d01368	17434455	0	1
Velanova K	00e75cb2-d5de-3136-aece-131ce27b55e8	16162854,17978031,19875675,18281300,19285142,19812330,21084608,20624599	0	8
Velay JL	09275a5b-5a02-30a3-be34-7d50d2a0774e	18588986,17894934,16154456	1	3
Veldhuijzen DS	d55a56bc-6316-3bb2-be4f-a258b3fe6253	19058914,23528204	0	2
Veldhuizen MG	85961cef-6506-32f4-9f4c-bd7c5b52371f	21305668,19614981,21994389	0	3
Velickaite A	e17f66f2-cbc1-3b2d-9f29-905547044c20	21831362	0	1
Velikova S	815d2524-9f55-3c68-a164-608cd8faa038	19683062	0	1
Veltman DJ	e87abefe-2329-3eae-b886-844bf6ef4641	17572110,23693090,22156722,23620758,18342424,18342423,19081708,22076808,22815889,15907318,23743260,19295153,20669165,17712786,20932921,17346990,21549354,18952675,21272861,20692648,22206877,21982932,19683585,18396414,22258799	1	25
Vemuri BC	6fa553e4-0dfe-3b95-b055-4dfcf381617b	16546404	0	1
Vemuri P	14ba9cc9-30e0-39a6-8e23-5b25889c215a	21708272	0	1
Vendrell P	6f6f889b-77c9-3b71-8a90-0a3e642280c2	17560689,18053618,15784435,17689985,15006650	0	5
Venezia J	538f1dde-ba75-3500-9afb-68c3d7285143	20100898	0	1
Venkadesan M	c0b455ba-8004-3b6f-a164-467af716a954	21228301	0	1
Venkataraman G	73949fcb-bd77-39c7-94e2-09eab5f602e8	21803163	0	1
Venkatasubramanian G	66cc071f-8d94-3740-9f7c-699844650747	19019637	0	1
Venkatesh BK	263027c9-6d3e-3378-ad36-92744bc1f1cf	21684722	0	1
Venkatraman V	596999eb-2c00-3b5a-b761-33b8da723425	16731007,17509541,15784437,16822972,16846694,21451040,16427321,12599276	1	8
Vennart W	d2fe7a63-cbd6-390d-af71-578287ce98a9	21373203	0	1
Venneri A	9cb74f13-9e75-3272-ae58-7b2cdfed71dd	17936858,15927489,16987673,16290017,22349442,19683419,18669506	1	7
Ventre-Dominey J	ef2a7e70-3f3d-33c5-b672-71962013e0d5	23097317	0	1
Ventura N	16cec460-1b55-361e-bf59-5684b8f695f5	21550652,19429124	0	2
Ventura-Campos N	73f6b3bc-82da-3b8c-87fa-fd468dd1e55b	21172322,23872285,22123940,21958514,23840558,20147458,21338692,19712703,17598164	0	9
Venuti P	21a3d961-dae1-3889-849b-c06767e890e3	21527791,22230948	0	2
Ver Hoef LW	f07ebdeb-4b85-3deb-9b20-fd33332dd0d9	22982513,22227141	1	2
Veraart C	49cbc8cb-841e-3033-8b5e-392519bca260	16443376	0	1
Verbanck P	f162ce6c-f669-3061-94b8-2c89b0c1d076	23313569,23638017	1	2
Verbruggen F	8b15b3e0-e68a-3839-b523-cb31c651269c	22875921	0	1
Vercammen A	e1e81e29-4866-3ce5-a867-04d54e5c551b	22226903,20060103	0	2
Vercauteren K	8838554b-9c85-329b-b0db-de766d6bfca7	20681013	0	1
Vercelli A	bc221455-5afd-31d3-989b-f3cdc137ebaf	21111053	1	1
Verchinski B	16cc8fba-f5ae-33e4-9776-1710f56ecc71	17689500	0	1
Verchinski BA	a46ffd8a-ac75-3cd7-b158-7cefcb7b5fa9	17301167	0	1
Vercillo L	0ad4cac2-d798-3788-a1c6-0326d664c243	17689504	0	1
Vercruysse S	e575616c-6133-34da-8c5f-c3f0b74c2421	23861319	0	1
Verdejo-Garcia A	e3f4925d-8636-38c4-a5ec-612a220244db	23185306	1	1
Vereczkei A	7b9c6108-448d-3336-beec-14e01679319b	22885291	0	1
Verfaellie M	a46978aa-ae56-3d26-baba-0880db21ca17	23077048,20547169	1	2
Vergara M	f78aafe9-9201-316d-bf65-6c51f0d5fc0b	19172625	0	1
Verguts T	9fe39c7b-6c79-3c38-a7d1-9be015609401	19376245,22717205,21140434,20100583,18155926	1	5
Verhagen L	d9331ae3-3899-3eee-b455-51c9002caa75	21339377,18448649,17587600	0	3
Verhoeven J	72a59ff1-7935-32c0-a5e6-880f8a3de683	20725909	0	1
Verhoeven L	c6101b82-91f3-368c-9787-03961975a126	23578576	1	1
Verhoye M	79678853-5856-38ec-befa-65223714e1e0	16242349,19228978	0	2
Verius M	e35b16b9-3bfb-3010-b9a5-8f354f9dc061	16713306,17936643,17123710	0	3
Verkes RJ	36a3523e-8370-3831-b72e-a741acd890eb	21195195,17942736,18675364,22753179,20097294,21601833,23183711,20800687	0	8
Verleger R	fd9910df-16d3-383d-ad90-d7f1a9d5a009	16135779	0	1
Vermeiren RR	65cdb224-9154-3c47-8661-6a630ef3a9b4	21470595	0	1
Verne GN	56b59c79-b6bc-35e7-80c9-807aa76c0190	18804916,16963184	0	2
Vernet-Vernet M	1c8a697c-8079-3fe6-8816-c9950ae58918	22522963	0	1
Vernier-Hauvette MP	c8705c05-1675-30e2-b3ac-7e1c87778c1b	18718456	0	1
Vernieri F	29eac015-1dab-332d-96ca-f9360d25ba7b	22331654,21181798	0	2
Verny C	baa08124-3050-3bf5-82fe-d5250a96249e	16875847	0	1
Veronese M	f10e7c2a-82f8-369b-93f9-f1d98e759589	23108277	0	1
Verosky S	5e067e91-8ba9-367c-99fd-f455d5c72d37	21609969	0	1
Verosky SC	10136499-f41a-305d-a652-1c250c00206e	19837179,19836364,20004365,23746615,19015112,18573512	0	6
Veroude K	b9cf0dcb-971b-3f81-80d6-2ec187d1b871	23616547,23386740	0	2
Verreckt E	ec6165b7-84fc-35cd-9676-fa95fa3875f2	20444445	0	1
Verrips A	5506fa4f-9393-3834-bb2a-16cc1bc23cce	10775536	0	1
Versace A	50d8ca65-9c6d-3866-937a-d18326557194	20598288	0	1
Versace F	d514b325-fc64-3f02-ad04-41e9022ee531	20127869,22097928,22206965	0	3
Versace V	d669a366-aadd-395f-963c-eba2849b9247	21677180	0	1
Verstraten FA	9b7c1e73-1ba3-332f-aa9c-8f40ceb2204f	16781872,16399678	1	2
Verstynen T	53206481-4997-3ec9-9360-41d6b5110d52	18166203,22357860	0	2
Verstynen TD	93c2b227-e7a1-33fd-bc92-707c8f297155	23630602,20393055	0	2
Vervliet B	0c2c6d6b-eee5-326b-afc6-056244b47a2d	18768697	0	1
Vesek J	e9abd4a8-7cf3-391c-aa7d-e121bdc44617	21591026	0	1
Veser S	a38ab691-4d72-31d0-ac09-3570b9512d00	22870240	0	1
Vesper J	6e2f2d25-c9a6-3d77-aed6-14d46f20dc57	23247184,21122819	0	2
Vestergaard-Poulsen P	b38ef4e8-02ce-318d-844f-1c6bb151e10f	23115195	0	1
Vettel JM	59bc099b-5f0b-3bac-a1bf-9b5b6bdac629	16473338,19112516	0	2
Vetter NC	ddb84a71-4fbb-3a41-8ee9-c03024fc1897	23716712	0	1
Veyrac A	4b4a1f45-896a-3a04-bcf5-443d53a6660b	23246995	0	1
Vezina LG	80606b47-1ca5-300b-b35e-3d9a6bd20be5	19059978	0	1
Vezoli J	07a309ff-b530-3678-8d57-825d2cdee8eb	21045004	0	1
Via E	600c6f06-cc3e-3d3d-9c39-c829f0675311	22761673	0	1
Viader F	f4c17f4d-a0ce-381b-8fe0-223f8fcc57a8	22119654,23838052,20627131,12821520,18550759,20957158	0	6
Viard A	6606b21b-b7c9-3292-85ce-e00fea373ab2	23954715,16387476,21093970,21430161,17204823	0	5
Vicari S	d0f5beba-5d71-3106-941e-250d0b80d090	17035046	1	1
Vicens L	627c1e59-8d5f-3080-9936-cbde87db77e0	20478834	0	1
Vicente-Grabovetsky A	6ac742f7-9e87-3f59-a758-044573b8e52e	21130789,23467350	0	2
Vickers J	b7de3bea-5445-3d7b-8aea-3534c5703619	17698497	0	1
Vickery TJ	b0f4e95b-3fb6-3918-a2ef-53cb0f264218	18728197	0	1
Vicsi K	a249e8a7-f2de-38fe-a2ec-1289222871be	23268783	0	1
Victor JD	6b2b0ce3-d0f9-3f23-b505-2502401a9c2d	10639391	0	1
Victor TA	49192f1c-a8a6-38f8-91bf-355035cbcc42	23056309	0	1
Vidailhet M	c3509999-1ae7-3d4d-8873-6194662a8017	20826434	1	1
Vidailhet P	11e1cbbc-6333-3242-8b15-1ac32ae32724	21868203,15907297	0	2
Vidal F	6c0af23e-5a85-30c7-85c9-8f29798a7438	22964490,15464352,20152906	1	3
Vidal JR	a01371dd-a2a8-399b-80dc-f6cc2d93d4c4	23761907,23223279	0	2
Vidal PP	5e54dd39-baf1-352b-ba67-fe0434ed3912	17662530	1	1
Vidal-Pineiro D	65de3b66-050b-3c7f-97bf-6273d617822a	21872853	0	1
Videbech P	b59bdf49-bf86-315e-ba5c-091268e113a5	15033182	0	1
Videsott G	93f49b42-415f-38cb-a8c1-cb6001a2b58a	20156657	0	1
Viding E	d4c1e0c2-7a4a-3e4e-ada8-886137cff6c1	21467048,20923708,19449332	1	3
Vidnyanszky Z	668197fc-1838-3119-b54e-4505c0f39536	20553895,21325535,23268783	1	3
Vidorreta M	30432412-0ff8-3ba3-86d4-c06bd86c4962	22032942,23142069	0	2
Vidyasagar R	b064ec6e-1924-3001-a976-cfb2f5f0ca31	19799883	1	1
Vieira JB	e2c0c04b-6588-39f1-806e-1178b8e099d0	23748499	0	1
Viergever MA	ce6780f4-8834-39b1-9cf6-193b881755aa	22848586,20804848,21111829	1	3
Vierow V	c82bda3c-a65d-3858-860c-bb603faea12e	19776365	0	1
Vigliocco G	55d65514-0dd5-3bf5-9185-eea19013d96c	23408565,16421329,17507455	1	3
Vignaud F	48238b78-0364-3071-ba99-66cd62ab6977	20669166	0	1
Vigneau M	5db7912d-4ffc-3b08-afdf-805a648f6973	18406434,20656040,16413796,15961322,19710382,20542548	0	6
Vigneron DB	744252e0-40cb-3262-9a0b-5889a5b7f0d3	15219602	1	1
Vihola A	b86008ed-c111-3b40-849e-783804c6074c	22577215	0	1
Viinikainen M	e0d90c35-f021-323f-a865-377953c7f65d	21826759,19957266	0	2
Vilain C	bb86630b-7db5-3b92-8073-550a643b4700	21826760	0	1
Vilanova JC	e44e38ec-d69f-3b42-9dd6-334b85b1293e	17636560	0	1
Vilarroya O	b973ae71-cad6-3d6f-b9b3-87f9b22f1586	23239964,17573192,21365715,20336653,16129560	1	5
Vilberg KL	9d5b7fb5-9831-32c4-85a7-28a52e35f7aa	17449068,18649352,19146963,23136408,21455941,18343462	0	6
Vilela P	aff11153-da6a-3bd9-bd83-144e1ea714b1	22121040	0	1
Vilis T	599e5f11-3619-396d-aca6-2d74ebc461f5	18407300,16723518,16291802,16949303,17977025,15788514,17596416	1	7
Villa R	daf8eb19-1bff-3751-93e4-3c0192cfbfc2	20153145	0	1
Villa S	d9022055-760d-3ac8-8e61-d605a3658b79	20888920	0	1
Villagra F	5e48c06d-c234-3c3f-a991-43c91e0f46fc	22032942	0	1
Villain N	4d9bd23e-ea53-3ac9-91c9-939b17e5e9b0	18550759	0	1
Villalobos ME	4320c7c3-f996-3f1c-af56-2afc9ef8f6b5	15808991,15993771,16828063	0	3
Villalta-Gil V	cedf2545-c1a9-3856-9b4b-40e9aef0d66a	23830857	0	1
Villar A	af0cfaec-db99-3e9f-a100-1468d58140db	18053618	0	1
Villarreal M	1c631443-cad8-3556-91d9-7bf999421aad	18433807	0	1
Villarreal MF	cd0225ab-bad9-3f68-bfd3-dee639bca994	24069414	0	1
Villegas J	eae8113b-e33f-36d2-aa10-e46fba55935a	18286463	0	1
Villemagne VL	e80fdeaa-6dec-31ff-9653-45ee9cea9783	20739349	0	1
Villemure C	551d3f3d-f021-31fa-b32f-8e64fc15d2fa	19158297,16361059,16051437,23696275	0	4
Villiger M	6b5325c5-84f2-3e19-ace2-829d6f6ef873	24015241	0	1
Villoslada P	c226ab40-7744-3af4-88a3-b5b46c857207	19393745	1	1
Villringer A	e75bbd00-4fae-300e-a177-468811551164	21448435,16973382,19539035,17415782,22266412,18372293,21980359,21795550,18465747,19015093,23872155,11313298,22993265,20436911,22044532,22484205,16142781,18296073,16139525,17182773,15083528,19770055,23457466,12902398,18632198	1	25
Villringer K	ceff628d-1b4d-3da6-b33b-0878941ed90f	11313298	0	1
Vincent JL	b67e402e-1aeb-35f4-9778-982802984e5a	18799601,16899645,17368915,18385483	1	4
Vincent K	f57724e2-cbcf-3ce9-8b84-7e926a63d444	23318125,21524851	0	2
Vincent T	0b38c008-c630-37c7-991b-279d90bc2acc	23735261	0	1
Vinckier F	8fa02434-22de-3138-80ed-9d18cf938cc3	19781648,18182174,24144956	0	3
Vinco S	956cea36-65fe-3c6e-b428-724051aa9aed	19573610	0	1
Vindiola M	00fcbb68-dd1b-35eb-bc9b-f5e63e4031de	21168516,20974265	0	2
Vingborg RJ	974b4516-187c-3965-a392-88a27f1b210a	21591025	0	1
Vingerhoets G	bec21ba2-4420-36d7-9040-f0ae9c2ebcf5	21500314,15850736,18280753,15907313,20629027,19523524	1	6
Vink M	814397db-788f-3ebb-8601-7842d40f0f39	21050725,16603134,15852388,15850734,18261933,21497488,18372164,20108218,21531384,21272861,23099059,24051015,22235303,20724113	1	14
Vinogradov S	8e81a179-5535-3e7a-9a81-8495483a1b87	23746615,23536060,18321870,16516497	1	4
Vinson DP	9602c6b6-8f0a-33c1-8fd1-de2b9e7da9de	23408565	0	1
Vinton D	0909262f-3746-30f0-bdd7-28bf3b50531e	15820646	0	1
Violante IR	12fe846b-4112-36cd-a53d-933cc71fffa5	22723888	0	1
Viout P	1d5a1885-0984-3438-8a28-1ca658d9b473	15543553	0	1
Virtue S	4e82a823-8d97-34b1-ab1f-5131d540f77a	16574079	0	1
Vishne T	101b5f0f-ba73-300b-9123-b69a7fff5b0a	23291493	0	1
Viskontas IV	3e09b5b0-c280-3afa-b9bb-eb0421dd16bf	21215762	0	1
Visscher KM	bd24ca5e-73d2-30e8-8dac-39d53620d42d	16731517	0	1
Visser LH	179131c4-ff9e-3f40-a978-70b0646414d9	21898674	0	1
Visser M	f6d92065-25b9-33cb-8a12-96a313fd13f7	23872285,22576840	0	2
Vissers ME	69e0555b-b89a-3357-b442-ea7a4dcc8558	23529004	0	1
Vistoli D	2ff1cd3c-5a3c-3eea-9c06-f85f033a299f	20850554	0	1
Viswanathan A	5eb23a5e-4784-3494-ac58-d560b624744d	20149485	0	1
Vitacco DA	6ed2ea3e-0e8c-33b3-b326-86b6539a9a03	23263196	0	1
Vitali P	53d13299-8b2d-3b38-aecf-f411d794ae49	15766766,19171195	0	2
Vitaliano G	8601fbfd-ea39-31e2-90c6-adb95389c87f	23382910	0	1
Vitcu I	36d7613a-3838-3eb6-8c70-fe186fe6c4aa	17224134,16779798	0	2
Vives Y	38bc819b-e97b-31c0-898e-648ea082a28c	23239964	0	1
Vives-Gilabert Y	76cef4df-0ab8-3917-b6e7-dcf8b869d53e	23359616	0	1
Viviani R	bfb67b61-3143-30e0-a29c-c3b0b9ae8134	22446490,19878929,21820874	1	3
Vo ML	54391338-090c-300f-89cf-30f304c9c1e0	16084739	0	1
Vocat R	f4344d45-cc75-30c8-8da8-6de5f98a29eb	22154751	0	1
Vocks S	83cbde71-2eef-39fa-8a3f-31d11d66053f	20709330,19729041,23238041,20630712	1	4
Voderholzer U	6ac021f4-162c-3672-8234-b6dd3f26def2	19783412	1	1
Voelbel GT	f71858f5-ddf0-306d-930c-8bab7a08730b	19398013	0	1
Voelcker-Rehage C	9280be4b-9a61-338c-b6cc-23171962de46	20092563	0	1
Voermans N	b3507e09-7c2c-3f7e-a2e5-56bc478e3e09	15275907	0	1
Voermans NC	e3399077-e1b0-3a95-baa5-488793924254	15294149	0	1
Voets N	cc2aecb6-0d0b-38e3-86a9-a3d3213b627c	17698497	0	1
Voets NL	47ca07e9-ed3f-3cbf-a217-e5b72c4d5bf7	18793730,16280351	0	2
Vogel AC	18321f3f-21ab-3cbc-8149-824db9f802d4	22711620,21690259,23506969	0	3
Vogel M	5becd2d5-fd71-3c4a-b489-66a0055c7ced	24039715	0	1
Vogel SE	19ed70fe-a1df-3fe8-8fa1-bc88c1b8f318	23416146,18761138	0	2
Vogeley K	111f1468-e87e-3074-9973-fbfcccb96acb	16171833,22227133,20570742,17822926,23813661,20097544,18514745,20705602,19328236	1	9
Vogels R	e365fdbd-1604-367a-a201-2716b326dc1a	15858056	0	1
Vogler C	f7eda92c-799b-3fe1-b891-1267ac0bf09f	22216252	0	1
Voglmaier MM	4ea0e597-6929-3955-943c-f37f38080823	20362418,24161536	0	2
Vogt B	22ee9d46-0fc7-3f74-a76a-c1956933e471	22044532,19770055,23457466	0	3
Vogt BA	b90f10c9-0001-362b-8ba2-f67e30efe3f0	19523766	0	1
Vogt K	3de82d3d-f51d-37ff-943a-5e1e13ce72c0	18692514	0	1
Vogt S	093f5e54-ab07-32bd-afbf-09d851947cbd	17698372,21983182,22995779	1	3
Vogt VL	d47e5876-333f-3159-896d-e0142b5b4d4c	22155041	0	1
Vohn R	a8c9436e-b763-3e72-a241-c35c601a0ff8	16095920,17315224,18061483,17963799	0	4
Vohr B	ecae97e5-8353-3ed4-9cbe-657965e885f7	19560547,20347043	0	2
Voigt G	47695cad-95a0-31f7-9c8b-3f3954687d23	23670989	0	1
Voisin J	b4a98833-c4ca-319a-a7a1-62eb1aca1e60	16027008	0	1
Volberg G	4258e36e-0b12-316f-a09d-de3a53cd8e02	22049410,23077059	0	2
Volchan E	dffc10e4-41f8-32a6-88ea-c3c8849d5511	22952599	1	1
Volk GF	be9f1418-f316-38f6-affa-89871836ec8e	22960258	0	1
Volker F	5dfb49d4-be5d-3618-a2a6-1a713faff46b	19770047	0	1
Volker K	930b0c2a-a9ff-3992-9540-69a1a7327e79	19853041,19716631	0	2
Volkow ND	58ae7c6a-9008-3356-9bb9-bc41e6647c22	19349237,23162047,19420266,22775285,20634975,17582746,17765877,21029780,20156571,23645721,18483003	1	11
Volle E	8d491066-40b3-39b8-a122-c42a268dbded	22479551,21769993,16984899,20156841,20045478,18308710,21371485,19307251,15563726,20654722	0	10
Vollm B	7f535140-5554-3a9f-82f9-60afabe5d14e	16420462,17920821	0	2
Vollm BA	4e89f24d-5633-3170-bdf5-1a15eaf040c6	21726650,22459338,16122944	0	3
Vollmann H	52dc28b6-90e9-3905-89e7-e06d5ea8a30e	22266412	0	1
Vollmar C	620ab9a8-ff0d-349a-b42f-0e60800464e1	23674488,22330313	0	2
Vollstadt-Klein S	d3942391-9ef8-32c0-9142-39176fd31e14	19904802,20044075,22461323,21292243	0	4
Volman I	778d2765-6289-3758-980d-f591364137e1	21339377	0	1
Volpe U	36662d5e-1baa-386b-9f5d-62f8007d0607	16108019	0	1
Volz KG	d42da619-819f-3ea0-8a30-59707a55ce18	15927486,16513368,15006651	0	3
Volz LJ	47502aed-4125-3756-8b90-fee942e028a0	23395849	0	1
Volz S	e25b8218-970e-3bc5-ad5c-907416d27036	18597794	0	1
Von Cramon DY	d4daaf95-5910-328c-96ba-03611c4d58a2	18773963,12379600	1	2
Vongerichten A	8b410c64-1ab6-3b87-b1a4-a4453fc98c45	17056278	0	1
Vonk R	ba1609df-3356-328d-b4a6-f7928ee30fbe	20837502	0	1
Vonlanthen A	737b5b08-101d-3d4e-a273-113742aa9eaf	18498743	0	1
Voon V	9fecd6a2-2fa4-392a-b5f8-003c8c7bbbdf	21596771	0	1
Vorobyev VA	17bacd18-319c-3286-ac76-521cfbd89633	16188459,16725189	0	2
Vos MD	4b40dcc9-e984-31ac-b176-8c59c5bde200	22270355	1	1
Voss A	fd07980b-832b-37d4-9f70-7bcb45b42d63	22986077	0	1
Voss B	c609de53-1e96-3d39-815d-7ec2ea45b3fc	22306196	0	1
Voss HU	10bc99a8-1695-3e2c-8327-fbe3e4aa93be	21354974,19657027,21917787	1	3
Voss J	d62c8acc-6b14-3369-895b-ff3bb3c236e6	15102894	0	1
Voss M	5054f0a2-c5c4-3e71-b676-9eb7714e25af	16889805	0	1
Voss MW	05428ab9-783f-31c7-ae97-cedb8e042cf0	21440644,18276037,22348896,21546146,17134916	0	5
Voss P	9d2ed75d-6564-3bdd-92a3-8ee39377e8db	19576235,19285559,19998367,22095215	0	4
Vosse T	96a16d34-8ebf-3cbd-abba-0c7b8d14a7fc	19001084	0	1
Vossel G	56acd931-e792-3299-ab83-2e37a7662b51	17428684,17290371,19258375	1	3
Vossel S	7a5a3c62-c227-3700-aac5-16161dafd90b	16846742,23015426	0	2
Vouloumanos A	50b2237b-4fa4-391f-ae18-0ea93bcf7149	16806838	0	1
Vovk A	3dcf681d-32a1-3ebc-bbc1-14f209b7285b	16814889	0	1
Voyer D	b2b10632-d91a-30a8-afd0-420c6b7101a0	17315226	0	1
Voytek B	62ffd285-b6a8-3543-8c4b-065b941b7381	22563375,16095568	0	2
Voytko ML	f1c69868-01f7-37bd-bebc-afd6de179c6d	20534842,23082321	0	2
Voyvodic JT	d87c194d-1973-3d1e-a926-2a5bf6c56c75	12967919	0	1
Vrana J	9051f391-99a1-37f2-bf98-e3bf424438a5	15734339,17977762	0	2
Vrba I	25fe5635-80f3-30ae-abf7-27c5c8126e0f	17977762	0	1
Vrba J	553a8bcf-0b3c-34e1-927a-15c92f8246e4	19049883	0	1
Vrenken H	574b6391-a7b8-3b6f-8c30-adafcae849ba	18952675	0	1
Vriend C	c96d891d-0d46-32ac-9bf9-98e7f85e3602	23693090	0	1
Vrignaud P	a4eb6a80-4dc3-3d8a-acd4-4d147c3c8853	18423328	0	1
Vroomen J	5fee9293-b24a-3fd3-a7f6-e2896819e18f	21664279	0	1
Vrticka P	83d6e6b6-0dce-3bbd-bfe0-1709505f4279	18423780,18682729,23819895	0	3
Vu M	3580add6-c3f5-341e-952e-4831f406ca2c	22378588	0	1
Vu MA	a631698a-ee77-3830-adb1-c812ee90c9c2	23994453,19041331,24161536	0	3
Vucurevic G	5290e966-b850-3e8a-b19e-c7b4d67a5cfe	17428684,16080162,20374289,16406256,18644454,18255317,15808988	0	7
Vuilleumeir P	27cba491-b6e0-30ef-b848-876545abcc37	15050590	0	1
Vuilleumier P	5af2f5e1-eb87-3bee-88d1-9237e7f5b863	21272655,23460073,20668196,21893680,19939884,20955802,16055351,19129395,15993630,21095230,22691615,19555654,18682729,23015531,22159113,22154751,18985133,19015371,23337458,15459076,22305991,17651704,24086664,16959868,19450695,23770622,21427167,16487729,23774397,20520767	1	30
Vulink N	0ad8942a-1626-3896-bd73-af20a541c933	21272861	0	1
Vulliemoz S	2eba2832-d4c3-3097-a7bc-5349c2be6884	20570736	0	1
Vuong QC	547dc8c1-187d-3e83-a9ff-e1859b82dc4e	18691907	0	1
Vuontela V	2fb2ec88-f141-399e-92c0-16bbda83e1ae	18620789	0	1
Vuurman EF	e2350945-0471-3d2b-8cb5-98e5b6ed1d5f	20399796	0	1
Vuust P	7f0befd0-d70b-384d-8a84-c1be55c066c4	21749924,21397659,16516496	0	3
Vymazal J	63f1f7ec-b95a-3c9f-aea5-f1561dff1d14	21903460,22238630,23145068	0	3
Vythilingam M	13e3cb18-b15c-3993-aa34-718c8e7de696	16387514,16647271,18234519,17239620,17889565,17079666,17292631	0	7
Waadeland CH	1dae4b9a-b4a2-3ac6-abfb-6e7592d14e85	21397699	0	1
Waber L	5f8a7e9e-1888-32a4-a251-c5952b583320	19555654,19450695	0	2
Wach C	290776c9-fb49-3b42-8838-f0273bbdeaef	22776453	0	1
Wachter T	ce7384b4-c0cd-3b34-a74b-c0f0a39ac655	22419392	0	1
Wack DS	31381db9-a4d3-3208-bb27-28f4708eabe6	22848453	0	1
Wacker E	1fd2e69e-1fcb-3800-814b-38fb164b5fa6	24036354,21949769	0	2
Wackermann J	fd479bbe-b35d-3eae-936f-a2e7aa6effd8	22238630	0	1
Wada H	ede86fa9-9d78-313d-ba51-909b6bc97af1	22941719,22787051,21035553	0	3
Wada M	47ca9969-07ec-388e-a11f-9e3af93f3690	22761307	0	1
Wada Y	a7de09a7-7511-3c12-b67c-f86b5e57ff30	20832483,19026409,20123027	1	3
Waddingham W	0d27bbe5-c066-395e-830e-e5f2bd905cc2	18329904	0	1
Wade AR	feb748ce-079a-3460-87a7-a3fe2f215391	16356738,16919481,17192434	1	3
Wade B	f4b37215-e44a-3efb-867b-8691d4364de3	23453697	0	1
Wadehra S	3d663403-7a32-3000-9d71-7c5939de25ee	23759649	0	1
Wadhwa R	464df234-9fc5-3457-9c21-b1bfcc52719f	16109493	0	1
Wadsak W	2e2ba916-ebeb-3efa-9779-7014cc52be27	22836176,22828162	0	2
Wadsworth HM	cb0f54d2-8c89-34b1-8417-c480b6770dfe	22548805,21419144	1	2
Wagemans J	f2e306a3-1d2e-3790-b73d-4e0b8568a20a	22941718,19874897,20074647,20869449,21030486,22270355	1	6
Wagenmakers EJ	20d86b0d-a21a-3ed9-8581-3744088bbcc1	22131410	0	1
Wager TD	751da3de-b70f-30da-8162-334cecb66890	19015078,23765157,16019232,20881115,22446299,18817740,23202664,15006672,17889835,15275924,19465137,19465135,18579414	1	13
Waggoner AS	5d84a7c0-5bd4-3a6e-a2cd-9fb70815f945	20453039	1	1
Waggoner RA	98137b14-b39a-3945-9631-8bfde697c698	20691794	0	1
Wagner AD	384c7c95-b20d-3919-b377-dd595e24f5a1	17499318,23019246,15728740,16157284,15238433,15050572,21880922,17675110	1	8
Wagner D	16a3566d-f3ae-30ce-9db5-1055b394fc79	20817105	0	1
Wagner DD	7c941c34-3cb8-3e21-aa19-4b13404f26be	22842815,21527789,22250290,21248113,22089142	0	5
Wagner G	ee2dc4a1-61bf-3c4b-9d98-dd6fe71da9df	19027763,17337165,20832482,17707869,17570347,23616433,22798398,19926451,16843445,22349440,23893850,16806311,19540863,20006717,16458263,22578721,20162605	0	17
Wagner J	fa83c64a-dd61-39ef-8107-d26a5935b001	20823085,22357846,19100840,22906791	0	4
Wagner K	5f58d94a-b1bf-307a-9858-f40c9d8c7d0d	16051501	0	1
Wagner M	0410f6fc-25be-3ca5-8445-7d07c2706508	22704853,17010573,20541837	0	3
Wagner T	567d9e23-9bca-3a13-9278-468b9637c446	18632934,22242196,17337213	0	3
